case_id,activity,lifecycle,timestamp,event_idx
173688,A_SUBMITTED,COMPLETE,2011-09-30 22:38:44.546000+00:00,0
173688,A_PARTLYSUBMITTED,COMPLETE,2011-09-30 22:38:44.880000+00:00,1
173688,A_PREACCEPTED,COMPLETE,2011-09-30 22:39:37.906000+00:00,2
173688,A_ACCEPTED,COMPLETE,2011-10-01 09:42:43.308000+00:00,3
173688,A_FINALIZED,COMPLETE,2011-10-01 09:45:09.243000+00:00,4
173688,O_SELECTED,COMPLETE,2011-10-01 09:45:09.243000+00:00,5
173688,O_CREATED,COMPLETE,2011-10-01 09:45:11.197000+00:00,6
173688,O_SENT,COMPLETE,2011-10-01 09:45:11.380000+00:00,7
173688,W_Completeren aanvraag,COMPLETE,2011-10-01 09:45:13.917000+00:00,8
173688,W_Nabellen offertes,COMPLETE,2011-10-01 10:17:08.924000+00:00,9
173688,W_Nabellen offertes,COMPLETE,2011-10-08 14:32:00.886000+00:00,10
173688,O_SENT_BACK,COMPLETE,2011-10-10 09:33:03.668000+00:00,11
173688,W_Nabellen offertes,COMPLETE,2011-10-10 09:33:05.791000+00:00,12
173688,A_ACTIVATED,COMPLETE,2011-10-13 08:37:29.226000+00:00,13
173688,A_APPROVED,COMPLETE,2011-10-13 08:37:29.226000+00:00,14
173688,A_REGISTERED,COMPLETE,2011-10-13 08:37:29.226000+00:00,15
173688,O_ACCEPTED,COMPLETE,2011-10-13 08:37:29.226000+00:00,16
173688,W_Valideren aanvraag,COMPLETE,2011-10-13 08:37:37.026000+00:00,17
173691,A_SUBMITTED,COMPLETE,2011-10-01 06:08:58.256000+00:00,0
173691,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 06:09:02.195000+00:00,1
173691,A_PREACCEPTED,COMPLETE,2011-10-01 06:09:56.648000+00:00,2
173691,W_Completeren aanvraag,COMPLETE,2011-10-01 09:43:13.178000+00:00,3
173691,A_ACCEPTED,COMPLETE,2011-10-01 12:33:54.614000+00:00,4
173691,A_FINALIZED,COMPLETE,2011-10-01 12:35:46.016000+00:00,5
173691,O_SELECTED,COMPLETE,2011-10-01 12:35:46.016000+00:00,6
173691,O_CREATED,COMPLETE,2011-10-01 12:35:47.488000+00:00,7
173691,O_SENT,COMPLETE,2011-10-01 12:35:47.583000+00:00,8
173691,W_Completeren aanvraag,COMPLETE,2011-10-01 12:35:48.791000+00:00,9
173691,W_Nabellen offertes,COMPLETE,2011-10-01 12:36:25.794000+00:00,10
173691,O_CANCELLED,COMPLETE,2011-10-03 14:56:17.731000+00:00,11
173691,O_SELECTED,COMPLETE,2011-10-03 14:56:17.731000+00:00,12
173691,O_CREATED,COMPLETE,2011-10-03 14:56:19.613000+00:00,13
173691,O_SENT,COMPLETE,2011-10-03 14:56:19.645000+00:00,14
173691,W_Nabellen offertes,COMPLETE,2011-10-03 14:56:21.195000+00:00,15
173691,W_Nabellen offertes,COMPLETE,2011-10-03 14:57:16.563000+00:00,16
173691,O_SENT_BACK,COMPLETE,2011-10-10 08:14:43.775000+00:00,17
173691,W_Nabellen offertes,COMPLETE,2011-10-10 08:14:45.514000+00:00,18
173691,W_Valideren aanvraag,COMPLETE,2011-10-10 09:30:54.893000+00:00,19
173691,W_Valideren aanvraag,COMPLETE,2011-10-10 12:14:13.394000+00:00,20
173691,O_ACCEPTED,COMPLETE,2011-10-10 12:17:26.306000+00:00,21
173691,A_ACTIVATED,COMPLETE,2011-10-10 12:17:26.307000+00:00,22
173691,A_APPROVED,COMPLETE,2011-10-10 12:17:26.307000+00:00,23
173691,A_REGISTERED,COMPLETE,2011-10-10 12:17:26.307000+00:00,24
173691,W_Valideren aanvraag,COMPLETE,2011-10-10 12:17:34.633000+00:00,25
173694,A_SUBMITTED,COMPLETE,2011-10-01 06:10:30.287000+00:00,0
173694,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 06:10:30.591000+00:00,1
173694,A_PREACCEPTED,COMPLETE,2011-10-01 06:11:13.026000+00:00,2
173694,W_Completeren aanvraag,COMPLETE,2011-10-01 09:35:59.637000+00:00,3
173694,W_Completeren aanvraag,COMPLETE,2011-10-03 09:21:22.417000+00:00,4
173694,W_Completeren aanvraag,COMPLETE,2011-10-03 11:32:43.313000+00:00,5
173694,A_ACCEPTED,COMPLETE,2011-10-03 11:34:25.421000+00:00,6
173694,A_FINALIZED,COMPLETE,2011-10-03 11:40:14.632000+00:00,7
173694,O_SELECTED,COMPLETE,2011-10-03 11:40:14.632000+00:00,8
173694,O_CREATED,COMPLETE,2011-10-03 11:40:15.605000+00:00,9
173694,O_SENT,COMPLETE,2011-10-03 11:40:15.651000+00:00,10
173694,W_Completeren aanvraag,COMPLETE,2011-10-03 11:40:17.062000+00:00,11
173694,O_CANCELLED,COMPLETE,2011-10-03 11:44:17.619000+00:00,12
173694,O_SELECTED,COMPLETE,2011-10-03 11:44:17.619000+00:00,13
173694,O_CREATED,COMPLETE,2011-10-03 11:44:19.671000+00:00,14
173694,O_SENT,COMPLETE,2011-10-03 11:44:19.719000+00:00,15
173694,W_Nabellen offertes,COMPLETE,2011-10-03 11:44:21.261000+00:00,16
173694,W_Nabellen offertes,COMPLETE,2011-10-10 14:47:18.803000+00:00,17
173694,W_Nabellen offertes,COMPLETE,2011-10-10 17:34:36.027000+00:00,18
173694,W_Nabellen offertes,COMPLETE,2011-10-14 16:16:42.245000+00:00,19
173694,O_CANCELLED,COMPLETE,2011-10-17 17:43:53.587000+00:00,20
173694,O_SELECTED,COMPLETE,2011-10-17 17:43:53.587000+00:00,21
173694,O_CREATED,COMPLETE,2011-10-17 17:43:55.219000+00:00,22
173694,O_SENT,COMPLETE,2011-10-17 17:43:55.387000+00:00,23
173694,W_Nabellen offertes,COMPLETE,2011-10-17 17:43:57.774000+00:00,24
173694,W_Nabellen offertes,COMPLETE,2011-10-25 08:50:48.186000+00:00,25
173694,W_Nabellen offertes,COMPLETE,2011-10-26 16:50:22.004000+00:00,26
173694,W_Nabellen offertes,COMPLETE,2011-10-29 10:41:29.569000+00:00,27
173694,W_Nabellen offertes,COMPLETE,2011-11-01 13:55:35.020000+00:00,28
173694,W_Nabellen offertes,COMPLETE,2011-11-01 16:21:02.356000+00:00,29
173694,O_SENT_BACK,COMPLETE,2011-11-02 08:15:16.203000+00:00,30
173694,W_Nabellen offertes,COMPLETE,2011-11-02 08:15:18.683000+00:00,31
173694,O_ACCEPTED,COMPLETE,2011-11-04 15:04:52.611000+00:00,32
173694,A_ACTIVATED,COMPLETE,2011-11-04 15:04:52.612000+00:00,33
173694,A_APPROVED,COMPLETE,2011-11-04 15:04:52.612000+00:00,34
173694,A_REGISTERED,COMPLETE,2011-11-04 15:04:52.612000+00:00,35
173694,W_Valideren aanvraag,COMPLETE,2011-11-04 15:05:01.532000+00:00,36
173697,A_SUBMITTED,COMPLETE,2011-10-01 06:11:08.866000+00:00,0
173697,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 06:11:09.035000+00:00,1
173697,A_DECLINED,COMPLETE,2011-10-01 06:11:46.420000+00:00,2
173700,A_SUBMITTED,COMPLETE,2011-10-01 06:15:39.894000+00:00,0
173700,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 06:15:40.102000+00:00,1
173700,A_DECLINED,COMPLETE,2011-10-01 06:16:21.037000+00:00,2
173703,A_SUBMITTED,COMPLETE,2011-10-01 07:45:25.806000+00:00,0
173703,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:45:25.981000+00:00,1
173703,A_PREACCEPTED,COMPLETE,2011-10-01 07:46:18.211000+00:00,2
173703,W_Completeren aanvraag,COMPLETE,2011-10-01 09:40:24.141000+00:00,3
173703,A_CANCELLED,COMPLETE,2011-10-01 11:02:11.068000+00:00,4
173703,W_Completeren aanvraag,COMPLETE,2011-10-01 11:02:12.557000+00:00,5
173706,A_SUBMITTED,COMPLETE,2011-10-01 07:45:37.274000+00:00,0
173706,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:45:37.363000+00:00,1
173706,A_PREACCEPTED,COMPLETE,2011-10-01 08:16:48.956000+00:00,2
173706,W_Afhandelen leads,COMPLETE,2011-10-01 08:16:49.843000+00:00,3
173706,W_Completeren aanvraag,COMPLETE,2011-10-01 09:50:14.483000+00:00,4
173706,W_Completeren aanvraag,COMPLETE,2011-10-01 09:53:55.769000+00:00,5
173706,A_DECLINED,COMPLETE,2011-10-01 12:59:58.557000+00:00,6
173706,W_Completeren aanvraag,COMPLETE,2011-10-01 13:00:02.537000+00:00,7
173709,A_SUBMITTED,COMPLETE,2011-10-01 07:57:42.994000+00:00,0
173709,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:57:43.182000+00:00,1
173709,A_PREACCEPTED,COMPLETE,2011-10-01 07:58:27.038000+00:00,2
173709,W_Completeren aanvraag,COMPLETE,2011-10-01 08:27:07.853000+00:00,3
173709,W_Completeren aanvraag,COMPLETE,2011-10-01 09:43:02.623000+00:00,4
173709,W_Completeren aanvraag,COMPLETE,2011-10-10 15:43:13.290000+00:00,5
173709,W_Completeren aanvraag,COMPLETE,2011-11-01 08:15:08.331000+00:00,6
173709,A_CANCELLED,COMPLETE,2011-11-01 08:15:08.387000+00:00,7
173712,A_SUBMITTED,COMPLETE,2011-10-01 07:58:30.533000+00:00,0
173712,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:58:30.678000+00:00,1
173712,A_PREACCEPTED,COMPLETE,2011-10-01 08:10:24.737000+00:00,2
173712,W_Afhandelen leads,COMPLETE,2011-10-01 08:10:25.759000+00:00,3
173712,W_Completeren aanvraag,COMPLETE,2011-10-01 11:03:35.216000+00:00,4
173712,W_Completeren aanvraag,COMPLETE,2011-10-03 09:17:29.105000+00:00,5
173712,A_CANCELLED,COMPLETE,2011-10-03 12:42:53.820000+00:00,6
173712,W_Completeren aanvraag,COMPLETE,2011-10-03 12:42:55.584000+00:00,7
173715,A_SUBMITTED,COMPLETE,2011-10-01 07:59:10.501000+00:00,0
173715,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 07:59:10.789000+00:00,1
173715,A_PREACCEPTED,COMPLETE,2011-10-01 07:59:42.704000+00:00,2
173715,W_Completeren aanvraag,COMPLETE,2011-10-01 09:46:06.342000+00:00,3
173715,A_ACCEPTED,COMPLETE,2011-10-01 10:24:32.787000+00:00,4
173715,A_FINALIZED,COMPLETE,2011-10-01 10:30:20.556000+00:00,5
173715,O_SELECTED,COMPLETE,2011-10-01 10:30:20.556000+00:00,6
173715,O_CREATED,COMPLETE,2011-10-01 10:30:21.780000+00:00,7
173715,O_SENT,COMPLETE,2011-10-01 10:30:21.806000+00:00,8
173715,W_Completeren aanvraag,COMPLETE,2011-10-01 10:30:24.155000+00:00,9
173715,W_Nabellen offertes,COMPLETE,2011-10-08 14:38:17.372000+00:00,10
173715,O_SENT_BACK,COMPLETE,2011-10-10 10:54:03.401000+00:00,11
173715,W_Nabellen offertes,COMPLETE,2011-10-10 10:54:04.785000+00:00,12
173715,A_DECLINED,COMPLETE,2011-10-13 09:05:24.620000+00:00,13
173715,O_DECLINED,COMPLETE,2011-10-13 09:05:24.620000+00:00,14
173715,W_Valideren aanvraag,COMPLETE,2011-10-13 09:05:28.082000+00:00,15
173718,A_SUBMITTED,COMPLETE,2011-10-01 08:37:39.363000+00:00,0
173718,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 08:37:39.657000+00:00,1
173718,A_PREACCEPTED,COMPLETE,2011-10-01 08:38:20.967000+00:00,2
173718,A_ACCEPTED,COMPLETE,2011-10-01 08:42:21.977000+00:00,3
173718,A_FINALIZED,COMPLETE,2011-10-01 08:44:40.725000+00:00,4
173718,O_SELECTED,COMPLETE,2011-10-01 08:44:40.725000+00:00,5
173718,O_CREATED,COMPLETE,2011-10-01 08:44:42.707000+00:00,6
173718,O_SENT,COMPLETE,2011-10-01 08:44:42.734000+00:00,7
173718,W_Completeren aanvraag,COMPLETE,2011-10-01 08:44:43.954000+00:00,8
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:44:58.974000+00:00,9
173718,O_CANCELLED,COMPLETE,2011-10-01 08:46:52.915000+00:00,10
173718,O_SELECTED,COMPLETE,2011-10-01 08:46:52.915000+00:00,11
173718,O_CREATED,COMPLETE,2011-10-01 08:46:54.210000+00:00,12
173718,O_SENT,COMPLETE,2011-10-01 08:46:54.233000+00:00,13
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:46:56.631000+00:00,14
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:50:20.533000+00:00,15
173718,W_Nabellen offertes,COMPLETE,2011-10-01 08:50:34.704000+00:00,16
173718,W_Nabellen offertes,COMPLETE,2011-10-08 14:31:37.972000+00:00,17
173718,O_SENT_BACK,COMPLETE,2011-10-10 08:55:04.984000+00:00,18
173718,W_Nabellen offertes,COMPLETE,2011-10-10 08:55:07.452000+00:00,19
173718,W_Valideren aanvraag,COMPLETE,2011-10-13 10:36:12.529000+00:00,20
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 11:05:42.290000+00:00,21
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 11:53:16.314000+00:00,22
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 15:12:01.909000+00:00,23
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 15:14:13.926000+00:00,24
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 15:14:26.112000+00:00,25
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-15 13:17:31.488000+00:00,26
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-15 14:56:14.624000+00:00,27
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-17 11:32:51.911000+00:00,28
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-17 12:28:36.881000+00:00,29
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 14:46:24.246000+00:00,30
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 15:46:34.802000+00:00,31
173718,W_Valideren aanvraag,COMPLETE,2011-10-19 06:53:21.372000+00:00,32
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 07:17:01.695000+00:00,33
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 07:24:19.095000+00:00,34
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 07:30:32.963000+00:00,35
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-24 13:24:55.532000+00:00,36
173718,W_Nabellen incomplete dossiers,COMPLETE,2011-10-26 06:12:38.415000+00:00,37
173718,A_APPROVED,COMPLETE,2011-10-27 07:17:53.327000+00:00,38
173718,O_ACCEPTED,COMPLETE,2011-10-27 07:17:53.327000+00:00,39
173718,A_ACTIVATED,COMPLETE,2011-10-27 07:17:53.328000+00:00,40
173718,A_REGISTERED,COMPLETE,2011-10-27 07:17:53.328000+00:00,41
173718,W_Valideren aanvraag,COMPLETE,2011-10-27 07:18:01.790000+00:00,42
173721,A_SUBMITTED,COMPLETE,2011-10-01 09:07:34.279000+00:00,0
173721,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 09:07:34.928000+00:00,1
173721,A_PREACCEPTED,COMPLETE,2011-10-01 09:08:17.093000+00:00,2
173721,A_ACCEPTED,COMPLETE,2011-10-01 09:18:36.318000+00:00,3
173721,A_FINALIZED,COMPLETE,2011-10-01 09:20:47.605000+00:00,4
173721,O_SELECTED,COMPLETE,2011-10-01 09:20:47.605000+00:00,5
173721,O_CREATED,COMPLETE,2011-10-01 09:20:49.026000+00:00,6
173721,O_SENT,COMPLETE,2011-10-01 09:20:49.058000+00:00,7
173721,W_Completeren aanvraag,COMPLETE,2011-10-01 09:20:50.335000+00:00,8
173721,W_Nabellen offertes,COMPLETE,2011-10-01 09:22:52.458000+00:00,9
173721,W_Nabellen offertes,COMPLETE,2011-10-01 09:32:54.371000+00:00,10
173721,W_Nabellen offertes,COMPLETE,2011-10-04 12:47:39.633000+00:00,11
173721,O_SENT_BACK,COMPLETE,2011-10-06 07:49:46.110000+00:00,12
173721,W_Nabellen offertes,COMPLETE,2011-10-06 07:49:47.774000+00:00,13
