user_id,item_id
1,10
1,7
1,8
1,1
1,6
1,15
1,13
1,16
1,20
1,22
1,22
1,17
1,22
1,2
1,3
1,9
1,11
1,23
2,10
2,7
2,8
2,20
2,1
2,6
2,15
2,13
2,16
2,20
2,22
2,12
2,15
2,13
2,16
2,22
2,22
2,17
2,22
2,23
2,23
2,11
2,2
2,3
2,9
2,23
3,10
3,7
3,8
3,20
3,20
3,20
3,1
3,6
3,15
3,13
3,16
3,20
3,12
3,15
3,13
3,16
3,22
3,22
3,22
3,22
3,12
3,15
3,13
3,16
3,22
3,22
3,22
3,22
3,22
3,22
3,17
3,22
3,11
3,2
3,3
3,9
3,23
4,10
4,7
4,5
5,10
5,7
5,5
6,10
6,7
6,8
6,20
6,4
6,20
7,10
7,7
7,8
7,18
7,20
7,20
7,5
7,20
8,10
8,7
8,8
8,20
8,20
8,20
8,20
8,4
9,10
9,7
9,8
9,18
9,20
9,20
9,4
9,20
10,10
10,7
10,8
10,20
10,1
10,6
10,15
10,13
10,16
10,20
10,22
10,17
10,22
10,5
10,14
10,23
11,10
11,7
11,8
11,1
11,6
11,15
11,13
11,16
11,20
11,22
11,12
11,15
11,13
11,16
11,22
11,22
11,22
11,22
11,17
11,22
11,23
11,21
11,21
11,21
11,21
11,21
11,21
11,21
11,21
11,21
11,21
11,21
11,23
11,21
11,21
11,21
11,21
11,21
11,3
11,11
11,2
11,9
11,23
12,10
12,7
12,8
12,1
12,6
12,15
12,13
12,16
12,20
12,22
12,22
12,22
12,17
12,22
12,23
12,21
12,21
12,21
12,5
12,14
12,21
13,10
13,7
13,18
13,8
13,18
13,20
13,20
13,20
13,20
13,5
13,20
14,10
14,7
14,5
15,10
15,7
15,8
15,20
15,20
15,20
15,1
15,15
15,6
15,13
15,16
15,20
15,22
15,22
15,22
15,22
15,22
15,22
15,22
15,17
15,22
15,23
15,21
15,21
15,21
15,21
15,23
15,21
15,21
15,23
15,21
15,21
15,21
15,23
15,23
15,11
15,2
15,3
15,9
15,23
16,10
16,7
16,5
16,18
17,10
17,7
17,8
17,20
17,20
17,1
17,6
17,15
17,13
17,16
17,20
17,12
17,15
17,13
17,16
17,22
17,17
17,22
17,23
17,21
17,21
17,21
17,12
17,15
17,13
17,16
17,21
17,21
17,17
17,21
17,3
17,11
17,2
17,9
17,23
18,10
18,7
18,8
18,20
18,20
18,1
18,6
18,15
18,13
18,16
18,20
18,22
18,22
18,17
18,22
18,23
18,23
18,21
18,21
18,21
18,21
18,21
18,21
18,2
18,3
18,9
18,11
18,23
19,10
19,7
19,8
19,18
19,20
19,20
19,20
19,20
19,20
19,20
19,20
19,20
19,20
19,20
19,20
19,20
19,20
19,20
19,20
19,5
19,20
20,10
20,7
20,8
20,18
20,1
20,15
20,6
20,13
20,16
20,20
20,4
20,12
20,22
21,10
21,7
21,8
21,18
21,20
21,20
21,20
21,20
21,1
21,6
21,15
21,13
21,16
21,20
21,22
21,12
21,15
21,13
21,16
21,22
21,22
21,5
21,14
21,22
22,10
22,7
22,8
22,20
22,1
22,6
22,15
22,13
22,16
22,20
22,17
22,22
22,11
22,2
22,3
22,9
22,23
23,10
23,7
23,8
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,19
23,5
23,19
24,10
24,7
24,5
25,10
25,7
25,8
25,1
25,6
25,15
25,13
25,16
25,20
25,22
25,22
25,17
25,22
25,2
25,3
25,9
25,11
25,23
26,10
26,7
26,5
26,18
27,10
27,7
27,8
27,20
27,20
27,20
27,20
27,20
27,20
27,20
27,20
27,20
27,20
27,20
27,4
27,20
28,10
28,7
28,5
29,10
29,7
29,5
30,10
30,7
30,8
30,20
30,5
30,20
31,10
31,7
31,5
31,18
32,10
32,7
32,8
32,5
32,20
33,10
33,7
33,8
33,20
33,20
33,20
33,20
33,20
33,20
33,20
33,1
33,6
33,15
33,13
33,16
33,20
33,22
33,22
33,22
33,17
33,22
33,23
33,21
33,21
33,21
33,21
33,21
33,21
33,21
33,23
33,21
33,21
33,23
33,23
33,21
33,21
33,21
33,21
33,21
33,21
33,21
33,21
33,21
33,21
33,21
33,21
33,21
33,21
33,21
33,23
33,23
33,2
33,3
33,9
33,11
33,23
34,10
34,7
34,8
34,1
34,6
34,15
34,13
34,16
34,20
34,12
34,15
34,13
34,16
34,22
34,22
34,22
34,22
34,22
34,22
34,22
34,4
34,12
34,22
35,10
35,7
35,8
35,1
35,15
35,6
35,13
35,16
35,20
35,22
35,22
35,17
35,22
35,23
35,3
35,11
35,2
35,9
35,23
36,10
36,7
36,8
36,20
36,1
36,6
36,15
36,13
36,16
36,20
36,22
36,22
36,17
36,22
36,23
36,21
36,23
36,2
36,3
36,9
36,11
36,23
37,10
37,7
37,8
37,20
37,1
37,6
37,15
37,13
37,16
37,20
37,22
37,4
37,12
37,22
38,10
38,7
38,8
38,20
38,20
38,20
38,5
38,20
39,10
39,7
39,5
39,18
40,10
40,7
40,8
40,20
40,1
40,15
40,6
40,13
40,16
40,20
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,4
40,12
41,10
41,7
41,5
42,10
42,7
42,8
42,18
42,20
42,1
42,6
42,15
42,13
42,16
42,20
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,4
42,12
43,10
43,7
43,8
43,18
43,5
43,20
44,10
44,7
44,8
44,1
44,15
44,6
44,13
44,16
44,20
44,12
44,15
44,13
44,16
44,22
44,22
44,17
44,22
44,5
44,14
44,23
45,10
45,7
45,5
46,10
46,7
46,8
46,1
46,15
46,6
46,13
46,16
46,20
46,22
46,17
46,22
46,23
46,5
46,14
46,23
47,10
47,7
47,18
47,18
47,8
47,18
47,20
47,20
47,20
47,5
47,20
48,10
48,7
48,18
48,8
48,18
48,5
48,20
49,10
49,7
49,5
50,10
50,7
50,8
50,20
50,20
50,1
50,6
50,15
50,13
50,16
50,20
50,22
50,22
50,22
50,22
50,22
50,4
50,12
50,22
51,10
51,7
51,5
52,10
52,7
52,8
52,20
52,20
52,4
52,20
53,10
53,7
53,8
53,20
53,20
53,1
53,6
53,15
53,13
53,16
53,20
53,17
53,22
53,3
53,11
53,2
53,9
53,23
54,10
54,7
54,8
54,1
54,6
54,15
54,13
54,16
54,20
54,17
54,22
54,5
54,14
54,23
55,10
55,7
55,5
56,10
56,7
56,5
57,10
57,7
57,18
57,5
57,18
58,10
58,7
58,8
58,18
58,1
58,6
58,15
58,13
58,16
58,20
58,22
58,4
58,12
58,22
59,10
59,7
59,5
59,18
60,10
60,7
60,5
61,10
61,7
61,8
61,20
61,1
61,6
61,15
61,13
61,16
61,20
61,22
61,22
61,22
61,17
61,22
61,5
61,14
61,23
62,10
62,7
62,8
62,20
62,20
62,20
62,20
62,20
62,1
62,6
62,15
62,13
62,16
62,20
62,22
62,22
62,17
62,22
62,23
62,5
62,14
62,23
63,10
63,7
63,5
64,10
64,7
64,5
65,10
65,7
65,8
65,18
65,20
65,1
65,6
65,15
65,13
65,16
65,20
65,22
65,22
65,22
65,22
65,22
65,17
65,22
65,23
65,23
65,21
65,12
65,15
65,13
65,16
65,21
65,21
65,21
65,21
65,17
65,21
65,3
65,9
65,11
65,2
65,23
66,10
66,7
66,5
67,10
67,7
67,5
68,10
68,7
68,5
68,18
69,10
69,7
69,5
70,10
70,7
70,5
71,10
71,7
71,8
71,18
71,20
71,20
71,1
71,6
71,15
71,13
71,16
71,20
71,22
71,22
71,4
71,12
71,22
72,10
72,7
72,5
72,18
73,10
73,7
73,5
73,18
74,10
74,7
74,5
75,10
75,7
75,5
76,10
76,7
76,8
76,1
76,6
76,15
76,13
76,16
76,20
76,22
76,22
76,17
76,22
76,23
76,11
76,2
76,3
76,9
76,23
77,10
77,7
77,19
77,19
77,5
77,19
78,10
78,7
78,8
78,18
78,20
78,20
78,20
78,20
78,4
78,20
79,10
79,7
79,5
80,10
80,7
80,8
80,18
80,20
80,5
80,20
81,10
81,7
81,8
81,20
81,20
81,1
81,6
81,15
81,13
81,16
81,20
81,12
81,15
81,13
81,16
81,22
81,22
81,22
81,22
81,22
81,22
81,22
81,17
81,22
81,23
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,23
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,21
81,2
81,3
81,9
81,11
81,23
82,10
82,7
82,5
83,10
83,7
83,5
83,18
84,10
84,7
84,8
84,20
84,20
84,20
84,20
84,20
84,20
84,20
84,20
84,20
84,20
84,20
84,20
84,20
84,20
84,4
85,10
85,7
85,8
85,20
85,20
85,1
85,6
85,15
85,13
85,16
85,20
85,17
85,22
85,23
85,21
85,21
85,21
85,21
85,23
85,21
85,21
85,21
85,3
85,11
85,2
85,9
85,23
86,10
86,7
86,8
86,18
86,20
86,20
86,20
86,20
86,20
86,20
86,1
86,6
86,15
86,13
86,16
86,20
86,22
86,22
86,22
86,22
86,22
86,22
86,22
86,22
86,22
86,4
86,12
87,10
87,7
87,8
87,1
87,6
87,15
87,13
87,16
87,20
87,22
87,22
87,22
87,22
87,4
87,12
88,10
88,7
88,8
88,18
88,20
88,20
88,1
88,6
88,15
88,13
88,16
88,20
88,22
88,22
88,22
88,12
88,15
88,13
88,16
88,22
88,22
88,22
88,22
88,22
88,17
88,22
88,5
88,14
88,23
89,10
89,7
89,5
90,10
90,7
90,8
90,20
90,20
90,1
90,6
90,15
90,13
90,16
90,20
90,22
90,22
90,17
90,22
90,23
90,23
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,21
90,3
90,9
90,11
90,2
90,21
91,10
91,7
91,8
91,20
91,20
91,20
91,20
91,20
91,20
91,20
91,20
91,20
91,4
92,10
92,7
92,5
92,18
93,10
93,7
93,8
93,18
93,4
93,20
94,10
94,7
94,8
94,20
94,1
94,6
94,15
94,13
94,16
94,20
94,17
94,22
94,3
94,11
94,2
94,9
94,23
95,10
95,7
95,8
95,20
95,1
95,6
95,15
95,13
95,16
95,20
95,4
95,12
95,22
96,10
96,7
96,8
96,18
96,1
96,6
96,15
96,13
96,16
96,20
96,17
96,22
96,23
96,5
96,14
96,23
97,10
97,7
97,8
97,18
97,20
97,1
97,6
97,15
97,13
97,16
97,20
97,4
97,12
97,22
98,10
98,7
98,5
99,10
99,7
99,5
100,10
100,7
100,8
100,20
100,20
100,20
100,1
100,15
100,6
100,13
100,16
100,20
100,22
100,22
100,4
100,12
100,22
101,10
101,7
101,8
101,18
101,1
101,6
101,15
101,13
101,16
101,20
101,22
101,22
101,22
101,22
101,22
101,22
101,22
101,22
101,22
101,22
101,22
101,22
101,4
101,12
102,10
102,7
102,5
103,10
103,7
103,5
103,18
104,10
104,7
104,8
104,20
104,20
104,20
104,20
104,1
104,6
104,15
104,13
104,16
104,20
104,22
104,22
104,17
104,22
104,5
104,14
104,23
105,10
105,7
105,8
105,20
105,1
105,6
105,15
105,13
105,16
105,20
105,12
105,15
105,13
105,16
105,22
105,22
105,22
105,22
105,22
105,22
105,22
105,22
105,22
105,4
105,12
105,22
106,10
106,7
106,5
106,18
107,10
107,7
107,8
107,1
107,6
107,15
107,13
107,16
107,20
107,22
107,22
107,22
107,4
107,12
107,22
108,10
108,7
108,5
108,18
109,10
109,7
109,8
109,18
109,20
109,20
109,5
109,20
110,10
110,7
110,5
110,18
111,10
111,7
111,8
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,20
111,1
111,6
111,15
111,13
111,16
111,20
111,22
111,22
111,22
111,22
111,22
111,22
111,22
111,4
111,12
111,22
112,10
112,7
112,5
113,10
113,7
113,8
113,20
113,20
113,20
113,1
113,6
113,15
113,13
113,16
113,20
113,22
113,17
113,22
113,23
113,23
113,12
113,15
113,13
113,16
113,21
113,21
113,21
113,21
113,21
113,21
113,21
113,21
113,21
113,21
113,2
113,3
113,9
113,11
113,21
114,10
114,7
114,8
114,20
114,20
114,20
114,20
114,20
114,20
114,20
114,20
114,20
114,20
114,20
114,20
114,1
114,15
114,6
114,13
114,16
114,20
114,22
114,22
114,17
114,22
114,2
114,3
114,9
114,11
114,23
115,10
115,7
115,8
115,1
115,6
115,15
115,13
115,16
115,20
115,22
115,22
115,17
115,22
115,23
115,21
115,21
115,23
115,23
115,23
115,23
115,2
115,3
115,9
115,11
115,23
116,10
116,7
116,8
116,1
116,6
116,15
116,13
116,16
116,20
116,17
116,22
116,23
116,23
116,21
116,21
116,21
116,21
116,21
116,21
116,21
116,21
116,21
116,21
116,21
116,2
116,3
116,9
116,11
116,23
117,10
117,7
117,8
117,5
117,20
